ObjectKey,FetchDate,Date,Year,Passengers
40084e6c18c590529e09b1cfaca9f17f546c70a520d9a7498a7bc48451772a22,05/31/2022,4/10/2022,2021,"1,561,495"
5e01c3035de3169fccea167a0a2077574394b8f2057cb615b9f174febc836c01,05/31/2022,4/10/2022,2020,"90,510"
3be45649c7bb90f693b88537ade3a13501ee57cdac582b8ce4e83e70be592843,05/31/2022,4/10/2022,2019,"2,446,801"
d4938993bd1d1640dcd126a7801f817a16e1ea0bb14fc1de72c839527b2c11dd,05/31/2022,4/9/2022,2022,"1,946,502"
109750943d4739b68efde6fb2ee47fa8bfa4d1a01e2abb29978e4b65f445aa69,05/31/2022,4/9/2022,2021,"1,378,237"
eaf2ce20920f53b7042354d754cb3edf0b7bf47ee6c0cadf52745a84304e5b2b,05/31/2022,4/9/2022,2020,"93,645"
6ea31ca10500e220073f09fbf30337c9e8f82af134ca56a46ccfc69839fdc137,05/31/2022,4/9/2022,2019,"2,059,142"
d46801069783615d67b59b5a233ae3c3f8e901f8ba5e7bc0e7bcfddf3b368676,05/31/2022,4/8/2022,2022,"2,318,977"
693670f0307bd47378ae7bdc1d37d9a5d80ea868b5fbf616fc89e21886b9f1f2,05/31/2022,4/8/2022,2021,"1,549,181"
fab5c7ac0c9195d48246ece188c26e550c3ef556ebdf5c4bb6bd2fca48533a80,05/31/2022,4/8/2022,2020,"108,977"
3cb00566337e73fc8b13384a7d944ccf66956954286b1e8dec7ece7648c2a3e9,05/31/2022,4/8/2022,2019,"2,590,499"
c36808751a964ce5e3ef1704747bf8f14bd0d05bc00715ebb997a00983ac4d46,05/31/2022,4/7/2022,2022,"2,216,218"
fa2fc61a01da9c21c8a8caf607adf35eee8a6bc976bd4cdcc44e07145f32c20c,05/31/2022,4/7/2022,2021,"1,510,829"
2c6fb157a5c71f770c1463e466f2e528fcd64a00583d39c63123bbb6f7e3628d,05/31/2022,4/7/2022,2020,"104,090"
eb026ace72f483f4d0de04dcea8dc891fe2e56b3fed4141698f21538c7ec2bd7,05/31/2022,4/7/2022,2019,"2,487,398"
716378032b6c9f1a9fe8e61c4bf98d17e57a4eaff78755cbfbdc2fda538fcaa3,05/31/2022,4/6/2022,2022,"1,978,691"
d17f7a94c8860fafdfd8b55ee3f068f7a26c0bba3ee4fb1c153500206b30e9c0,05/31/2022,4/6/2022,2021,"1,230,939"
8bdbac090eb02bfdd4e8758fa5bfc6d3a8d15e16b5de17dc6c60512096e7e547,05/31/2022,4/6/2022,2020,"94,931"
2606f15574906df2f9e8e2b9611906b9928b9a18dd969dba062c8b85ba9b13ce,05/31/2022,4/6/2022,2019,"2,229,276"
8fe8269e77376423089cbfcb6c1ba24cb8c1014ff930509ada95b12c09e056ec,05/31/2022,4/5/2022,2022,"1,848,862"
d51cda645377975a97adc451afb0f3946772aae2a106077a5eabdbecfa07aeb7,05/31/2022,4/5/2022,2021,"1,195,306"
33139bbfb4c6b4a128f8b4cf623747845903c756d0f9b08a5d2154e0f3a3d0ae,05/31/2022,4/5/2022,2020,"97,130"
4d4dd6581847150d16a33307f58b720e6ce14000114373407421c91337e39702,05/31/2022,4/5/2022,2019,"2,091,056"
bebe08e9e215bf542374410b9221bffa0329bd7184e7d02776e947154b0feafc,05/31/2022,4/4/2022,2022,"2,139,084"
fa93276a9fbb8e1217c8098ddf76f1a4c10c2061fe9c3193400556e0849458e6,05/31/2022,4/4/2022,2021,"1,561,959"
ff15abf0d991f5c55a441995969bf72b728fccecc6d87c11b3c13bd49e6dd45b,05/31/2022,4/4/2022,2020,"108,310"
c5b026a0f90d065bffd9c5f06f05febf603529b4eee93f20c6e83801ed89c314,05/31/2022,4/4/2022,2019,"2,384,091"
7637899102b63c799edefbbef7fc231b033f5db415540f98445add0681ca6f26,05/31/2022,4/3/2022,2022,"2,204,115"
5b68b7d844ded64c49f46e92c39d8fcd9474bc5af914fcfa860016db20702a57,05/31/2022,4/3/2022,2021,"1,543,474"
3dababac65a9f09cc1cc82ec5edddf730ae4082aad901bdc1a7869cb8793c4ea,05/31/2022,4/3/2022,2020,"122,029"
8fd6f7d6c89285deb1401a725fe029c7a9d4179b0ea3178a2415cfe24f87f0a4,05/31/2022,4/3/2022,2019,"2,462,929"
d77dd667fe20ee58f06b4920f5ad8be4aa56164875f70f6454cc087af2ed7704,05/31/2022,4/2/2022,2022,"1,913,117"
f8567a9408ca4a1c87375143fc4b6ce3339dff71aa42f927b1d646d883071d5f,05/31/2022,4/2/2022,2021,"1,397,958"
c8c3c1c059d215a353fcc73e56f5c6333a393b1f67a821cea7eb2233420507af,05/31/2022,4/2/2022,2020,"118,302"
dd162c6a59ab2e3c7ec9a76c400efd2b3ae871a1337d4f9811e5b1b11d176c7d,05/31/2022,4/2/2022,2019,"2,011,715"
a56cc94fe01d4e19de8b99262edfaaf883a33b2b0d08f3c9205d7f6fcbf46784,05/31/2022,4/1/2022,2022,"2,271,659"
78e46ce01bd0e98d156c7e3b0dfc39c16d789988ae2ab715db04f0e4f09e9cd9,05/31/2022,4/1/2022,2021,"1,580,785"
e128de4a9c22a5b272c2c57c6d0f381f8ff6025ef24b82fc778b016862e9206a,05/31/2022,4/1/2022,2020,"129,763"
d4413547748ea1e58f25f8b5889d56b90dacfdbe396bf256522c0e08c88cb888,05/31/2022,4/1/2022,2019,"2,476,884"
f1f74b56b16950a23a55c5e75bff5243ff2002a7d2bd1c692061171d9ab22e53,05/31/2022,3/31/2022,2022,"2,196,867"
481dc5dbc12e68d97f3f7793f2f623282875dd40cf25474803d080f980c1d5ed,05/31/2022,3/31/2022,2021,"1,562,239"
da6afe377ec050b67ca8b41377bb9ae242121ff9d02558eaea283f9a1277e3b5,05/31/2022,3/31/2022,2020,"124,021"
ebf2e333def07b8c43d06b1a0bf77637aa94a9ac8aeee71922d9f15e520babed,05/31/2022,3/31/2022,2019,"2,411,500"
ded2a7b2b97b47b9646f912103f5d939377403b61226436eb75ac8ecbbfb2f5d,05/31/2022,3/30/2022,2022,"1,887,350"
be591b1808d5be687483abdd4c85b051a85f7c6371cbb6d6268384a21759d027,05/31/2022,3/30/2022,2021,"1,278,113"
2b29310abcccac80f102f5285ef6e320be66ba3f5b48e955e543f423a07674fa,05/31/2022,3/30/2022,2020,"136,023"
b9a7211428e9a166d72dd2e1b4509fbf2b98eaac865620d3b6742ef3e8a679e8,05/31/2022,3/30/2022,2019,"2,151,626"
3a8867a155b6c2894356ade74fd66f125794e54c5cc00439fd3fc6a4d750e5a6,05/31/2022,3/29/2022,2022,"1,736,292"
338e68ab0a46a9421e4272eac60efddb75495ca11da470163e5466688b26aced,05/31/2022,3/29/2022,2021,"1,130,520"
021168e0d176b11992e8fa1de97d4db528d8def233fca86ca88ae97a2a8ea17e,05/31/2022,3/29/2022,2020,"146,348"
19ef891c881382786b93f1f2197b37d6c71686de7ef338208c0523bf35d3524f,05/31/2022,3/29/2022,2019,"2,026,256"
f3c7f767ab2d961091887deb070a2b95b4b46f0018164cf9ec602cc13cb09eb3,05/31/2022,3/28/2022,2022,"2,131,678"
95f0252e4a4fdabcd0e4c6b9068e2c4ebc5df8409706f4fc62a65a28ee954d3f,05/31/2022,3/28/2022,2021,"1,406,234"
b3da7f9f226ef0cea85bfe53e6fb94d50351c15105d38bde9e78c087639b0478,05/31/2022,3/28/2022,2020,"154,080"
17977519b0d48fa7c1772e63da175644777cbcba87247f87838f01e5e7358f5e,05/31/2022,3/28/2022,2019,"2,360,053"
42115a1d03800787455f6f8ac6f28f18028a33615237c2233a9b52d4d80902d3,05/31/2022,3/27/2022,2022,"2,307,110"
04db68e1e3ffcc390037d0ee5345195146471c711713b9c24a18b15de6b80956,05/31/2022,3/27/2022,2021,"1,574,228"
b08efe3c48700a575d8ce58c3edba7ece4d05ebff329d4b0b38f54bc10fe0358,05/31/2022,3/27/2022,2020,"180,002"
e9f0019c9c393ad05a0c00f8cae166419e82f57e5262c164b0b48ca76d568d2b,05/31/2022,3/27/2022,2019,"2,510,294"
613f80568298532f3ddbaa0b83eaadd2def3c825e9c0395330993559ac38440c,05/31/2022,3/26/2022,2022,"2,009,500"
4e983bef0c8591de5951a4adde37e02e08d40182e9c43874446d263c4cb5108b,05/31/2022,3/26/2022,2021,"1,408,198"
33b8863d4c16b22a750e0e9e84f9e7b65e63a315151eec2616f67c4de7ba99ee,05/31/2022,3/26/2022,2020,"184,027"
debdfcd0e9f1bd2f020c6e8fc2348274f0dc72bf2597268fda26e29d10bffbe4,05/31/2022,3/26/2022,2019,"2,172,920"
5b4f98ad27d6cf7a6c5a0c69b8b62d15362d62dd04a38e5322152a22042e218f,05/31/2022,3/25/2022,2022,"2,290,587"
f638abfe92915517125238210264c15cc76ef499e8d10ec70f1b68e18e915c98,05/31/2022,3/25/2022,2021,"1,535,156"
58488cfadd03326c727bb1982d9b59ecf13eb5473d8988d21a89037627dc2c47,05/31/2022,3/25/2022,2020,"199,644"
fa62d09ef9c84b759b0b32ce27c4148102c3160291e4709b0a0d70c31a1c465e,05/31/2022,3/25/2022,2019,"2,538,384"
6da0762f8483463502d44db2b3aba9a4e95a2369ad740f0232df7e3d65bb0e78,05/31/2022,3/24/2022,2022,"2,234,353"
cd80dd22a1ddea93bcd4932ce85c0614cbb02add4435c9738b4fc11f25e34eba,05/31/2022,3/24/2022,2021,"1,444,744"
c889fba9d066b6172ee5f91bf8ac2c54340db73e5bc38b3686215e2bcf385e4f,05/31/2022,3/24/2022,2020,"203,858"
007baeb7a53f292a795753f9e8c5d1de238f8df5240fce96b412b3ae40d44e49,05/31/2022,3/24/2022,2019,"2,487,162"
ab79beaf3390b715b493ed1aacfa51c4f777e9fc71d4d7813301692cd05d951b,05/31/2022,3/23/2022,2022,"1,962,056"
68f00b3015674d44d8c9d086653b5edd9ae06d48414cd5d97ca9395012c7689d,05/31/2022,3/23/2022,2021,"1,164,954"
0fd744dec67fb7eb0f432535b0df71f83aeda282186e78f72755cddabb12cf89,05/31/2022,3/23/2022,2020,"239,234"
f37398597b6bca3809a38e844a1e99c147cd9f9df0a448e9ee7de6a3dcd4a396,05/31/2022,3/23/2022,2019,"2,273,811"
4b6b8e904b58560f4dabf07abeb408c085d95aa0b90e16b3a56abd42ac7055ad,05/31/2022,3/22/2022,2022,"1,856,872"
3a5f4e4d264c57f518e21fc0cbcf0c3b1c3b62547af30720648a8d5fbb40042f,05/31/2022,3/22/2022,2021,"1,076,453"
a7d0af33c160d618ccd7f6b63eeec37e400aeded6100188343e40a6e773c4625,05/31/2022,3/22/2022,2020,"279,018"
521bedb5391ed2903aaca2587e2b0ab2cf3689d5452c00cc28124c76784ba45b,05/31/2022,3/22/2022,2019,"2,151,913"
b971019c698c4b755517950b289b053af16f911bef890d825cc0997c8dee31f7,05/31/2022,3/21/2022,2022,"2,158,280"
0cc46c64eec6fbd81c8266d5773f70244bb4d4b8337ac0e95c16ab94747ec12e,05/31/2022,3/21/2022,2021,"1,360,290"
1616f8543174bab7acfc5554f1b8b8849de6725267281a19caffb223eaf937ef,05/31/2022,3/21/2022,2020,"331,431"
77c66c8bff924f36f984b08bb55e9fc0d489a2470d7947f2cfba935d0b2aae6c,05/31/2022,3/21/2022,2019,"2,434,370"
8e40e63c5196279d23ac5fd8a44527478c42009caea2d13baa0744d84ba09abd,05/31/2022,3/20/2022,2022,"2,366,751"
faff715775de54311a42c3245bed5a3ab37883b80e217203966998ffd1c86d30,05/31/2022,3/20/2022,2021,"1,543,136"
8f85b5582b1c5e2da42bdf0611e3f3f09057cf83cc408a6971f119a7c7e2404a,05/31/2022,3/20/2022,2020,"454,516"
308b203c3a27c78055c83426a2d5490dbd54d97d2166c157e37f71ff727d4199,05/31/2022,3/20/2022,2019,"2,542,643"
dc7f4fdb3300fbb8a1ef85b2c9c5b945dff69501353df195893d375e3717139c,05/31/2022,3/19/2022,2022,"2,099,056"
cd0e735a9df712dafd7d6e9ee0889de5fab08f9582b7c76e8337388b6dbde86f,05/31/2022,3/19/2022,2021,"1,373,259"
074b6782df3cf4f822d86ef0485f1395dde56ef0ba9c954f4d11d838f922b8ee,05/31/2022,3/19/2022,2020,"548,132"
a4bdad5201989b955bceea9d63440d97e743807706445326b57a5aa6a4b899bc,05/31/2022,3/19/2022,2019,"2,227,181"
d3e4337296342a4bb9f3de6e119d77a0be7a1dd6fecf3e6148df50dba2f36be7,05/31/2022,3/18/2022,2022,"2,308,212"
09a36be7321faf7801df522b8a5c7e98466aa68ea2bb005cdb01f61aeb96ba74,05/31/2022,3/18/2022,2021,"1,477,841"
fbff13f90dedec43dbcbf6e6c6799ab28762ac0daee10661fde40c64eb80c0a6,05/31/2022,3/18/2022,2020,"593,167"
62e5d79f761c0cf145f06b9fcd6dac35a8bd4c18936777c901b664003333dc58,05/31/2022,3/18/2022,2019,"2,559,307"
b3d6b131d79c8f4fc5edea1c4b870995ab19a7dbe81885257a055ebac4b23b2e,05/31/2022,3/17/2022,2022,"2,221,946"
6e406102dcec6578c9e73b81b1d138184f8f76b06fa7de70af2bce284b2d2295,05/31/2022,3/17/2022,2021,"1,413,141"
a76b8242317d062623aaf7659331272a60753f8779c5394b7ea2d4e5793aab10,05/31/2022,3/17/2022,2020,"620,883"
4812c410616c28b249f660de587dae522770f37bb9743afd80f73ef921830b90,05/31/2022,3/17/2022,2019,"2,513,231"
82791c708fdb198a5a3753d40e521e97192c7cac0c3f9891f8c56739e271af38,05/31/2022,3/16/2022,2022,"1,993,734"
d894b1cf687744ae26213053c3ab1e99ed634f2d9901bdc25a11882c0e03e9a4,05/31/2022,3/16/2022,2021,"1,146,539"
7cc7bd13a27468413be7a23fb18600577e1d905fda8ecb02309e1791089263f3,05/31/2022,3/16/2022,2020,"779,631"
da043d742d52d3dbc5e47f65ec148dc333938700f4cc57088251f7982ac97a10,05/31/2022,3/16/2022,2019,"2,320,885"
e42628282056cbb32bb5c6ded1351e3480798ac642f310ea5bbeee39babb736a,05/31/2022,3/15/2022,2022,"1,858,773"
62bf040f7258a167b6c426200e8b1a84783105224c9b1bc30226df0cba352781,05/31/2022,3/15/2022,2021,"1,092,548"
09757e55afbbe25065adcebac757717b16371a5c8918a9c399f50cfc408ba886,05/31/2022,3/15/2022,2020,"953,699"
75ad26d7f9433083abd484cf4d181da4eedf28e085a925cbfab5db26fc96dba6,05/31/2022,3/15/2022,2019,"2,177,929"
20f8b7cfe4a22a31c5f3daf560f61cb56298fed2db4108a6e03ae800f42ff587,05/31/2022,3/14/2022,2022,"2,200,172"
1c80cf22c77986b623afb53f689fdfaabc74bd5ae294d698ad4a530464104ab8,05/31/2022,3/14/2022,2021,"1,267,345"
afc21089bcbc6392668488e492999ffde45bff734c32edb6e2ac4a350144a91a,05/31/2022,3/14/2022,2020,"1,257,823"
91213073556b3eaa1e277b2ab3b300aa1487c136e8c64ebbcdd15b9ed1ee41f0,05/31/2022,3/14/2022,2019,"2,465,709"
49435cf590636e8b055f2662cb234e6f72538c962c434b4cb73d753fcafdf103,05/31/2022,3/13/2022,2022,"2,288,800"
056f3bcb1542cec5be2ce73a5f994a87c6b0d7454c2ac5f4b8a86eb88405405c,05/31/2022,3/13/2022,2021,"1,345,284"
fc9008e0f5b20d25b8e44fee7a73b914528a8289ec959e18c5d9d627f894d6b2,05/31/2022,3/13/2022,2020,"1,519,192"
a81b7620b468b43a5f200ebc12ca933a74eef040960c7b7363337591e4089efe,05/31/2022,3/13/2022,2019,"2,545,742"
0344b4fcde15c3132c26b773072763caf439ba2ccf81411cd40b8270d2f01599,05/31/2022,3/12/2022,2022,"1,990,954"
959efaeb08571422de19728e8fe3b36734f975fcfe636f87b6a44b84845e6378,05/31/2022,3/12/2022,2021,"1,227,484"
88c72b1eb223186b10dc4679779d8538092c1d64cc668021b54a46d63cc29cf7,05/31/2022,3/12/2022,2020,"1,485,553"
54d0584c333e9fda7c7fed110bef6f25b6fc647ec165076a1e642a7992ed2e3b,05/31/2022,3/12/2022,2019,"2,274,658"
a7e4c0323274e8dfbe21968ce09dccd94dd4b75c0d98fdeb9d05ed71246e939c,05/31/2022,3/11/2022,2022,"2,297,374"
6c1329ff2c3d73a33229a6727fe63163982eb820002d9a0bc68346d2a727ae74,05/31/2022,3/11/2022,2021,"1,409,771"
9dd958f575d3f7bfa13dd7b23a6b83ace2c2dbe988c225634d1c05c37a00f819,05/31/2022,3/11/2022,2020,"1,714,372"
bd9655d7a6cf9db5596124b572745ef873b9a8e032ec254a5dbe9d0047b530c9,05/31/2022,3/11/2022,2019,"2,634,215"
a671f36bce4e975ac935101b2efcdc1891d2700c70422e9c5cbab28e21b195c8,05/31/2022,3/10/2022,2022,"2,184,044"
e7513fbe53dc915d794a1cab5432ab72c208a883a82e6103466c8e4ae2bc1d45,05/31/2022,3/10/2022,2021,"1,286,894"
58ba0fefe14b1cede4a1a0f21f5754eed718916bff8fe655d829763ffc89bf82,05/31/2022,3/10/2022,2020,"1,788,456"
5bc1138d3a0c086a1acbabac2192c5d5e903c9ee80da58e8ed57af8d7c88f666,05/31/2022,3/10/2022,2019,"2,503,924"
28310e50624a2fa4b120c17951c82fcd613acd3879e9791b5e8656414d6fed0c,05/31/2022,3/9/2022,2022,"1,844,208"
4f8fab5f985ce4c51987083e5c4e3e0c5690710233fda9aacb0cc01a52a5498c,05/31/2022,3/9/2022,2021,"974,221"
d03aef5365c56e91b8fb402616279c41b1fcf5d389f7cefcef174f96f02ea105,05/31/2022,3/9/2022,2020,"1,702,686"
4ebc3a5c498a4987bc669d843c06c872664e21de18900c580f1b76ea1421f440,05/31/2022,3/9/2022,2019,"2,187,298"
e443baa9221edec0eb83f8ee2465ee096a54a7bada6ca4779a09ea9a5eee1fd5,05/31/2022,3/8/2022,2022,"1,644,052"
50ae659b7ae167358863b4af468842498b3dd0b4641820fc7bf7f783b9177b47,05/31/2022,3/8/2022,2021,"825,745"
7f877139bfb520530920efc2d962a0bce598f59bfe317a4e213135c4888ca1a6,05/31/2022,3/8/2022,2020,"1,617,220"
b148a17007ae72963f3764255bfac43332b75c1f77a5850577d4d72bef0ea419,05/31/2022,3/8/2022,2019,"2,122,898"
7aca6890b25134b17d01165056ab1ce4f71e2d28e217a965d15194907d2c7ae1,05/31/2022,3/7/2022,2022,"2,017,973"
8b88739fb396bf2e74385d1a834ee9fae3d2bce95c4c8d1ab698e358eb823b2e,05/31/2022,3/7/2022,2021,"1,119,303"
d8c0521f1d5e614c02b0b00339774fda0df7198772e74da5aa9a93c7e0a1b439,05/31/2022,3/7/2022,2020,"1,909,363"
a4cd3f2fff7f908cd765708e1aeaf60aec5b4471bfeb2c9f72c163d7a2467e3c,05/31/2022,3/7/2022,2019,"2,378,673"
58281154e70d5d6aa7e5158e36dc7c08690511972ad22052276fced8f0866e0d,05/31/2022,3/6/2022,2022,"2,180,940"
5bb90e0d7e23611ec35b60302bd91ceb229085fc68eabaf008b811820dfcc6da,05/31/2022,3/6/2022,2021,"1,278,557"
1651dc9f54e6ac6045b197d0eb219330a59c8fd1b5a9cb4a8299f1b74f26b5c6,05/31/2022,3/6/2022,2020,"2,119,867"
e01ee11c2be392a67436e3135ad126a42a30ad0cd914ef858c69a691647eab28,05/31/2022,3/6/2022,2019,"2,485,430"
88214335379dcced18ee0303fd91fdca0dcfde25560e666560e919157f2f1f17,05/31/2022,3/5/2022,2022,"1,830,246"
01a64df8024d1b671f20d46669014da668c726dd46d53c57d1bd1bae839bfdd9,05/31/2022,3/5/2022,2021,"992,406"
d40821067cd480ff8eef4c197354e0798e11e16d548f3bb7f66fdda0dec7f486,05/31/2022,3/5/2022,2020,"1,844,811"
a13c76cd2d76e19da954c8d3998ba47575f565d576c1325779cc16edd8d5543a,05/31/2022,3/5/2022,2019,"2,156,262"
2df42ccf91b00fa5358dbd0f6189feea846666196163e378520676b6e9fbf10e,05/31/2022,3/4/2022,2022,"2,132,807"
e76f56f75df2069798f66bf0cdecfa7122410e1f79c7599ac6c0389cc421705c,05/31/2022,3/4/2022,2021,"1,168,734"
26e2825a7beb915d547716385c751f171a2ecc1816918130646b81ed1d45a76c,05/31/2022,3/4/2022,2020,"2,198,517"
1394977db9055bb41c8090427c82161641e51ae90ea567e325f34ce4e138bd63,05/31/2022,3/4/2022,2019,"2,543,689"
acde54ec2c23d2346dd2ca7f87fb5454b02bd142930945c985ea1c403006d59b,05/31/2022,3/3/2022,2022,"2,038,115"
5cf648e2143cfe8cc08ab2c697e985d6ef0305932d6ad18dd33b1d25a664e29a,05/31/2022,3/3/2022,2021,"1,107,534"
0ba20befd8a917afdb4f985139faa48832c3f067dcbc93bc0191b9288b94011a,05/31/2022,3/3/2022,2020,"2,130,015"
d218a5b4893d3380fc5e812a8d69204cb8ebbf5eaa5c8194dd5f771aacc378a0,05/31/2022,3/3/2022,2019,"2,402,692"
a891f58c820bf2ad7c61ec06dd00a79cc96174af5f3c01708358ffe3efbb8570,05/31/2022,3/2/2022,2022,"1,738,406"
62081357c66fb23dfb4836dd4de255875446254a7f0215e5e5e3a72add26b0f2,05/31/2022,3/2/2022,2021,"826,924"
d0db9cf2a669a302417c5f7b478f6674f92fcdfe121e46599b8635fd36b8de86,05/31/2022,3/2/2022,2020,"1,877,401"
4f0a368dc43e1f5cf6c8d2435e63cf70f8ddde81b0d588115f6025e922bb7791,05/31/2022,3/2/2022,2019,"2,143,619"
208125024df323d72c972017d482e6d9649c18d7f89dd0ed2061d8445bb664e3,05/31/2022,3/1/2022,2022,"1,635,546"
43d30cd5e36586760c53a2ca112ce09be1cb9938fd038d132aeb0da494fe6555,05/31/2022,3/1/2022,2021,"744,812"
424416cba0805e0845e54b67e789a57b2ca5de27fc2e65695eda30c2deab75d1,05/31/2022,3/1/2022,2020,"1,736,393"
e301b29ad2f548c1fa6d6f554dd58d8b0cb6b79f7f0b8a98b94aaf01d163ae16,05/31/2022,3/1/2022,2019,"1,979,558"
686681609b3893a0b5c42a8e15e8c19c0045112bac462539294a7e30cb18d600,05/31/2022,2/28/2022,2022,"1,979,422"
589597d26942acf697c005d759418c6b668f54cb99b4e0f21a9525f4f5d2bcff,05/31/2022,2/28/2022,2021,"1,049,692"
81d7bb44a203a66d0ec7a10ba28154001f5fe2ccdb4d6d23af1a64492bdb9ac9,05/31/2022,2/28/2022,2020,"2,089,641"
eef407f236bbf89c098bfaf27b98d08a7573aaae0f15e493e4832f115136f0ea,05/31/2022,2/28/2022,2019,"2,257,920"
e1770f28cc315e96fcdd140b8e2a5c9fd60a13ab9114ce0671a9699416618c81,05/31/2022,2/27/2022,2022,"2,145,281"
eadf97c3ea88250793bfbc686fca507b3ee625363b8d31789ecc5d3c16f3d739,05/31/2022,2/27/2022,2021,"1,190,682"
f83530630e3b99edc5227d1ec3e59d6c3efe883c42b8fd4cd37b319843a19354,05/31/2022,2/27/2022,2020,"2,353,150"
fb78346bd85daa575634e308cc1057726f1a2f9d1ec198723370c42602ef6b5d,05/31/2022,2/27/2022,2019,"2,307,393"
1aa1de401334f2ccf12930229ff9bd5b42b5f3f2f6bb3468a454066791089c4b,05/31/2022,2/26/2022,2022,"1,840,996"
e4a0c29c1a6ef4dc7b0722e71934cff9ee589c5d50afa9cd0567d735d9e8b219,05/31/2022,2/26/2022,2021,"917,282"
d8708dce2099e67af06afe3e2097a5d9a136ac79c981399e2138c5bb7648e2a8,05/31/2022,2/26/2022,2020,"1,949,696"
03fb9a13d140a7ab2bad83e3d8dde12509d8e87f971960f0a74fd57845a73272,05/31/2022,2/26/2022,2019,"2,015,079"
684e5d6e3a87cd68a328816d383991fc30d8214727ba7ba76cfbfbc987cded27,05/31/2022,2/25/2022,2022,"2,098,325"
52d1b846e1c40baab7bf23959368f8c7075f837acfa776e9e923ec63d03c99bc,05/31/2022,2/25/2022,2021,"1,096,348"
f5f3db9c4c3663e1bb1e979bc2e628a58622a2fb53b052043e60040adb437d48,05/31/2022,2/25/2022,2020,"2,441,643"
ab8e07575701bbef90741c63efbe4e7324faf6a7250756a563a9292ab8dda88c,05/31/2022,2/25/2022,2019,"1,861,286"
f103038f135ed1c4b9e1451843e458b1b67dacb233f6e272bc4a556e680a23ac,05/31/2022,2/24/2022,2022,"1,980,803"
3da76abe58a191936003ecaf5abcefb4e8864f2b2d16b182e13ede3883e75726,05/31/2022,2/24/2022,2021,"1,051,149"
a0cc66fe7c3dee4f184ebc0b328c8eff485b8d06f89a6ed303b998717e250fd8,05/31/2022,2/24/2022,2020,"2,364,727"
91b6c13b4b741b1c39a3ec5cb0aaa0c2d333c33920b75cceb3b45b847737b7d6,05/31/2022,2/24/2022,2019,"2,160,322"
d7d81ed42695ebb06f2740c5d4e4120cab740eb2b05841ee56418d406f7f8648,05/31/2022,2/23/2022,2022,"1,752,841"
d344f18af79ff167d78f385c54fb4e41570e111acf6ea977d284589dd5febafd,05/31/2022,2/23/2022,2021,"802,230"
941768d6a49adec2a1eedcab61c77adc0835e5b3aee664a75c7a8d3a5412a519,05/31/2022,2/23/2022,2020,"2,075,554"
c2981f709a98a1a262bf41f8e35ca74e63c0985e90f1bad2c3c47910a2b2176b,05/31/2022,2/23/2022,2019,"2,197,938"
e78e333e892b3db556bb16e21d51f9a857cb2fc92d54da34e83a9c96dd949eef,05/31/2022,2/22/2022,2022,"1,780,987"
c8be4b7aa8cd22bda871760305448684ca5f483608d326f455588392598f9f4a,05/31/2022,2/22/2022,2021,"714,725"
7d986d8b41d49968aa1aa00b46f1a59fe89ed7d7748272ba28ac4f64ac2a5329,05/31/2022,2/22/2022,2020,"1,919,803"
193579e40ccfcd70f2836d344a697fd4798a41ca4c9a61085f75beedf72880c2,05/31/2022,2/22/2022,2019,"2,274,217"
53cb5455e691e055f7a140f20b48b76ec12f0560f7625188f73ae54b170af051,05/31/2022,2/21/2022,2022,"2,215,453"
fefe210aa0b12506d8c0997a52d903a02ec74d5f083301aa2324d58cea577a1e,05/31/2022,2/21/2022,2021,"963,280"
f50505a7fe95f844f2bd1ad1e42ef6919cda8b8a278cc562bdb3ad703b4292fa,05/31/2022,2/21/2022,2020,"2,267,382"
830863280dbdd6546ffbe25d830e47762558f0e24d171963c628cd4cc6cf2884,05/31/2022,2/21/2022,2019,"2,331,841"
be7e14d0ab568f1781f6e66070f1b653ebd507286fe70f1b8a715872885fabb5,05/31/2022,2/20/2022,2022,"2,067,788"
ac1f4e4a1ef29624e6e2d5b4570dd00cdacaae81f62ea8d2587455f3705e7a08,05/31/2022,2/20/2022,2021,"1,115,479"
bb776462274033436b43a04856d20cf5759d29d850c10825f1b19f222c9773d3,05/31/2022,2/20/2022,2020,"2,380,359"
5083af0c428f04e323cedf9bf0165fa4bdc540e6eca6462849563576113bd391,05/31/2022,2/20/2022,2019,"2,415,570"
ee53dc43bffe2b2d5b0969a165cc8ef123132b8fdcf878abbdbe57b56f816f32,05/31/2022,2/19/2022,2022,"1,826,392"
6cc821ae2b6dc90c9b8d10121003c4505b39bb97a92ec0ba4412199c9eb789f9,05/31/2022,2/19/2022,2021,"942,238"
ec4a37ab433d10748018e1e9bd6c0a8afa5f5896ad97cf3ce587297ddb5f57ab,05/31/2022,2/19/2022,2020,"1,951,535"
ba99d1f1bf191f43259f106bcb2ca943f81efc5a74c11fd2a35bbdce45329815,05/31/2022,2/19/2022,2019,"2,351,856"
fc8f1b1c2916db9a8f89ddcbb80bc102982f2c5c23f92af0f50f98bce491e227,05/31/2022,2/18/2022,2022,"2,241,123"
a99c61bce39132f18b70cd2c54fdb2099e4733880349f2125569a81c9d6b3944,05/31/2022,2/18/2022,2021,"1,059,452"
354613c3768f29cd2e40882348565ef0e680dd0241a9fd1b7ccf528d99574e5d,05/31/2022,2/18/2022,2020,"2,429,489"
e55521114e16dce9e97460a59f263c41c620b32b622ecb2f882c6310265c31ed,05/31/2022,2/18/2022,2019,"2,022,861"
